Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
NUMA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUMBL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUMBL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP133	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP153	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP155	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP160	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP210	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP37	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP43	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP54	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP88	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUP98	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NUTF2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NVL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NXN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
NXPH2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OAT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OBFC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OCA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OCIAD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ODC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ODF2L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OGFOD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OIP5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OLA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OLFML1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OLFML2B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OMA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ONECUT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OPA3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OPLAH	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OPN3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OPRL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OR4D1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORAI3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORAOV1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORC1L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORC2L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORC4L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORC5L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
ORMDL3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBPL10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBPL11	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBPL1A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBPL3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSBPL8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSCAR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSCP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSGEP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSGEPL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OSTM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OTUD7B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OTX1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OVOL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OXCT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OXGR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
OXTR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P2RX5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P4HA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P4HA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P4HA3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P4HB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
P4HTM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PABPC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PACSIN3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAFAH1B3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAFAH2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAG1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAIP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PALB2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PANK1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PANK1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PANK3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PANX3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAOX	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAPSS1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAPSS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAQR3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAQR9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP11	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP16	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARP6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PARS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PASK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PATL1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PATZ1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAWR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAX5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PAX6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PBK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PBRM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PBX4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PC	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCBD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCDH1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCDH8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCDH9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCGF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCGF2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCGF6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCMTD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCNA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCNA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCOLCE2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCSK4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCSK6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCTK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PCYT1A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDCD10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDCD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDCD2L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDCD7	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDCL	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDDC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE11A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE1C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE3A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE4DIP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE4DIP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE5A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE6D	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE6G	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDE7A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDF	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDGFD	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDHB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDIA4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDIA6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDK4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDLIM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDLIM2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDLIM7	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDPK1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDRG1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDSS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDZD7	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PDZD8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PECR	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PELP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEMT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEPD	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PER1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PER2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PERP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PES1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PET112L	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX11A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX11G	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX16	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PEX6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFDN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFDN5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFKFB4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFKFB4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFN1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFN3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PFN4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGAP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGAP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGGT1B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGM2L1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGM3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PGRMC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHB2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHC2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHC3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHF10	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHF12	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHF19	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHF5A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHF5A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHIP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHLDA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHLDA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHLDA3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHLDB3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHTF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PHYH	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PI4KA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PI4KB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIAS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PICALM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIF1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGC	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGF	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGH	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGO	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGS	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGU	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGY	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIGZ	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIH1D1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIK3AP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PINX1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PION	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIP4K2A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PIP4K2B	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PITPNA	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PITPNB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PITRM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PITX1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PITX3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKM2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKMYT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKN1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PKP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLA2G16	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLA2G6	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLA2R1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLAGL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLAT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLBD1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLCB3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLCXD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLD4	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLD5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEKHA9	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEKHG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEKHG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEKHH3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLEKHJ1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLIN2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLK2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLLP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLOD2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLOD3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLSCR1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLSCR3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLXDC1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLXNA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PLXND1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PMM1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PMP22	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PMS2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PMVK	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNKP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNKP	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNLIPRP1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNMA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNMA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNPLA8	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNPO	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PNPT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PODXL2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POGZ	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLDIP2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLDIP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLDIP3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLE	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLE2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLG2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLM	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLQ	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR1A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR2C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR2D	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR2E	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR2I	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR3A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR3C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR3H	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLR3K	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLRMT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POLS	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POM121L2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POMT2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PON2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POP5	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POPDC3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POT1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POU2F2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POU3F1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
POU4F1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPA1	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPA2	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPAN	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPAP2A	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPAP2C	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPAT	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPFIA3	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
PPIB	E2F6	NA	Human	Embryo	H7-hESC	ChIP-seq	2	NA	NA
